Filename,Description
4-180380-A-10.wav,It is the sound of water falling and hitting a hard surface.
5-237795-A-34.wav,A can is being opened.
4-138344-A-9.wav,The sound is of birds chirping and cawing.
1-53663-A-24.wav,It is a cough.
1-5996-A-6.wav,"This is the sound of a rooster, specifically a cock-a-doodle-doo."
1-155858-A-25.wav,"The sound is of someone walking on a hard surface, such as pavement or a sidewalk."
2-77347-A-46.wav,"A bell, change ringing (campanology)"
3-144891-B-19.wav,It is the sound of a thunderstorm with loud thunder and wind.
3-174840-A-43.wav,It is the sound of a car alarm going off.
2-77346-A-46.wav,"A bell, change ringing (campanology)"
3-164630-A-11.wav,The sound is of water flowing and bubbling.
1-68734-A-34.wav,It is the sound of a single click or clickety-clack.
4-199261-A-0.wav,A dog barks continuously.
5-103418-A-2.wav,It is the sound of a dog squeaking.
3-156393-A-35.wav,The sound is of an engine idling loudly.
4-172366-A-37.wav,It is the sound of an alarm clock.
5-200329-C-8.wav,The sound is of a large group of farm animals bleating.
3-144120-A-32.wav,Typing on a keyboard.
4-144468-A-27.wav,This is the sound of someone brushing their teeth.
3-253084-E-2.wav,This is the sound of a pig oinking repeatedly.
5-220939-A-27.wav,This is the sound of someone snoring.
4-80761-A-42.wav,It is a sound effect with no specific source.
2-95258-A-1.wav,"It is the sound of a rooster, specifically a cock-a-doodle-doo."
4-172500-B-27.wav,This is the sound of something being dragged on a hard surface.
4-204115-A-39.wav,The sound is that of a glass bottle being dropped on the ground.
3-94344-A-25.wav,The sound is of someone walking through leaves.
3-154439-A-17.wav,The sound of liquid being poured from one vessel into another.
5-263831-B-6.wav,The sound is of a rooster crowing.
1-44831-A-1.wav,It is the sound of a rooster crowing.
2-52085-B-4.wav,This is the sound of a frog croaking repeatedly.
3-180256-A-0.wav,A dog barks sharply and repetitively.
3-107123-A-26.wav,It is the sound of human voice and laughter.
3-112557-A-23.wav,This is the sound of a person sniffing.
5-212050-A-27.wav,This is the sound of someone using a toothbrush to clean their teeth.
2-102414-C-17.wav,The sound of liquid being poured into a container.
5-233160-A-1.wav,This is the sound of a rooster crowing.
1-260640-B-2.wav,A pig oinking several times.
5-200334-A-1.wav,This is the sound of a rooster crowing.
2-72268-A-6.wav,A rooster crows and birds chirp in the background.
1-31482-A-42.wav,"It is the sound of a vehicle or motor vehicle (road), likely a bus, with its siren turned on."
3-108677-A-18.wav,This is the sound of a toilet flushing.
1-47819-B-5.wav,A cat meowing a few times nearby.
2-100786-A-1.wav,It is the sound of a rooster crowing.
5-213802-A-12.wav,It is the sound of water dropping.
4-171207-A-12.wav,The sound is that of a fire crackling.
3-87936-B-46.wav,"It is the sound of a bell, specifically a church bell, throughout the entire duration of the audio."
1-103298-A-9.wav,This is the sound of a bird cawing loudly and repetitively.
2-7321-A-33.wav,It is the sound of a door being opened and closed repeatedly.
4-195707-A-13.wav,The sound is that of a cricket chirping in the evening.
2-141563-A-39.wav,Glass crashing and breaking.
1-51805-E-33.wav,The sound is that of a door with old hinges squeaking as it is opened and closed.
4-164206-A-10.wav,It is the sound of water flowing and bubbling continuously.
5-216131-A-32.wav,It is the sound of typing on a keyboard.
4-198360-C-49.wav,This is the sound of a wooden file being used on wood.
2-70938-A-42.wav,It is the siren of an emergency vehicle.
2-160888-A-47.wav,The sound is of a fixed-wing aircraft - airplane.
4-194808-A-29.wav,It is a cough and throat clearing.
2-70939-A-42.wav,"It is the sound of an emergency vehicle, specifically a siren from a fire engine - fire truck."
5-242492-A-3.wav,It is a voice expressing disgust.
3-145387-A-29.wav,The sound is that of a person swallowing water.
3-152007-A-20.wav,A baby cries loudly.
3-117504-B-16.wav,It is the sound of an engine idling.
4-189830-A-22.wav,This is the sound of a crowd clapping.
1-172649-F-40.wav,A helicopter engine working.
1-96950-A-9.wav,It is a sound of a bird cawing sharply and loudly.
4-155650-B-24.wav,respiratory sounds coughing.
4-161303-A-5.wav,It's a cat meowing.
3-51909-B-42.wav,"The sound is that of a siren, specifically a civil defense siren, audible throughout the entire duration of the audio."
2-119102-A-21.wav,It is a sneeze.
5-209698-A-38.wav,This is the sound of a kitchen timer ticking.
4-167077-B-20.wav,This is the sound of a baby crying.
3-83527-A-4.wav,This is the sound of a frog croaking at various intervals.
5-214759-A-5.wav,This sound is of a cat meowing.
2-32515-B-4.wav,The sound is that of a frog croaking at various intervals.
4-184575-A-0.wav,A dog barks continuously.
5-259169-A-5.wav,A cat meowing.
3-146873-A-24.wav,It is a cough.
4-144083-B-16.wav,The sound is that of an engine idling loudly.
5-188716-A-46.wav,"It is the sound of a bell, specifically a church bell, throughout the entire duration of the audio."
3-118658-A-41.wav,"The sound is of a light engine, possibly high frequency, with a chainsaw."
4-182034-A-30.wav,This is the sound of a door being knocked.
4-119648-A-48.wav,This is the sound of fireworks.
2-106487-A-44.wav,The sound is that of an engine idling consistently.
4-157611-B-41.wav,The sound is of a boat motor running alongside the noise of waves slapping the boat.
2-104952-B-16.wav,It is the sound of ocean waves crashing onto the shore.
4-204618-A-11.wav,The sound is of ocean waves crashing onto the shore.
2-108767-C-9.wav,This is the sound of a bird cawing sharply and repetitively.
1-46040-A-14.wav,The sound is of birds chirping lightly throughout the entire audio duration.
2-106486-A-44.wav,It is the sound of a car engine idling.
1-76831-A-42.wav,An emergency vehicle with sirens passing by.
1-79236-A-36.wav,The sound is that of a hair dryer.
5-231762-A-0.wav,A dog is barking.
4-194981-A-25.wav,It is the sound of someone walking through leaves.
3-154957-A-1.wav,It is the sound of a rooster crowing.
3-157149-A-10.wav,It is the sound of water flowing continuously.
1-63871-A-10.wav,It is the sound of water flowing continuously.
4-175000-A-40.wav,This is the sound of a helicopter flying in the sky.
1-17092-A-27.wav,The sound is of someone brushing their teeth.
5-182010-A-36.wav,It is the sound of a jet engine increasing its throttle.
2-84943-A-18.wav,This is the sound of a toilet being flushed.
2-94807-A-29.wav,cough and throat clearing.
5-222041-A-9.wav,The sound is of a bird cawing loudly and repetitively.
2-118625-A-30.wav,Someone is knocking on a door.
1-56311-A-10.wav,The sound is that of heavy rainfall pouring onto a surface.
5-215447-A-47.wav,The sound is that of a plane flying overhead.
2-118624-A-30.wav,This is the sound of a door being knocked.
4-170247-A-12.wav,The sound is that of a fire crackling.
5-195557-A-19.wav,This is the sound of a thunderstorm with distant thunder and wind.
2-209474-A-25.wav,The sound is of someone running down stairs and then walking on a hard surface.
3-108791-A-18.wav,A toilet flushing.
3-111102-B-46.wav,"It is the sound of a bell, specifically a church bell, throughout the entire duration of the audio."
2-66637-B-20.wav,"This sound includes crying - sobbing, baby cry - infant cry, background noise, breathing - gasp, and surface contact - scrape."
2-209475-A-25.wav,"This is the sound of someone walking on a hard surface, likely a floor."
5-208810-A-11.wav,The sound is that of ocean waves crashing onto the shore.
4-149940-A-5.wav,It's a cat meowing.
2-103427-A-3.wav,The sound is that of a cow mooing.
4-205526-B-23.wav,It is a human voice and sigh.
2-68595-B-15.wav,It is the sound of water dripping.
3-20861-A-8.wav,A large group of farm animals bleat in unison.
4-181563-A-12.wav,It is the sound of a fire crackling.
5-250026-A-30.wav,"It is the sound of a hard object hitting a hard surface, such as a door being knocked."
1-49409-A-8.wav,A large group of farm animals bleat in unison.
1-115521-A-19.wav,It's the sound of a thunderstorm with loud thunder and strong winds.
2-117615-C-48.wav,This is the sound of fireworks.
2-108767-A-9.wav,The sound is of a bird cawing sharply and repetitively.
1-27166-A-35.wav,It is the sound of a jet engine slowing down.
2-78562-B-37.wav,The sound is that of an alarm clock.
2-123712-A-33.wav,A rocking chair moving back and forth.
1-58277-A-3.wav,A goat bleats nearby.
3-153444-A-32.wav,Typing on a keyboard.
1-67152-A-17.wav,The sound is of liquid being poured into a container that already contains some liquid.
3-170383-A-38.wav,The sound is that of a clock ticking.
1-48413-A-38.wav,The sound is that of a grandfather clock ticking.
4-171519-A-21.wav,It is a sneeze.
5-219342-A-38.wav,The sound is that of a clock ticking.
5-261325-A-9.wav,The sound is of a bird cawing sharply and repetitively.
1-91359-B-11.wav,The sound is that of ocean waves crashing onto the shore.
4-132383-B-2.wav,It is the sound of a pig oinking and squealing.
4-197103-A-6.wav,"This is the sound of a rooster, specifically a cock-a-doodle-doo."
2-173607-A-39.wav,"The sound is that of a glass chinking and clinking together, followed by a crash."
2-158746-D-2.wav,This is the sound of a pig oinking and snorting.
5-199284-B-45.wav,It is the sound of a train running on railroad tracks passing by.
4-166661-A-10.wav,It is the sound of heavy rainfall.
5-207811-B-35.wav,It is the sound of an airplane engine chugging and running throughout the duration of the clip.
2-78799-A-47.wav,It is an engine idling sound.
3-141240-B-44.wav,The audio contains the sound of an engine idling and then being revved up.
1-54065-A-45.wav,"It is the sound of rail transport, specifically a train."
2-43806-A-42.wav,An emergency vehicle with sirens passing by.
3-182023-A-30.wav,This is the sound of a door being knocked.
3-153057-A-43.wav,It is the sound of a car horn honking continuously.
4-218199-E-35.wav,The sound is that of water flowing continuously.
3-146965-A-5.wav,The sound is of a cat meowing and growling.
3-128512-B-47.wav,It is the sound of an engine idling.
3-134699-A-16.wav,The sound is of birds chirping lightly throughout the entire duration of the audio.
4-189832-B-22.wav,This is the sound of a large crowd clapping.
2-54086-A-43.wav,It is the sound of a car horn honking continuously.
4-175855-A-43.wav,It is the sound of a car horn honking twice.
2-122820-B-36.wav,It is the sound of an airplane engine chugging and running throughout the duration of the clip.
4-210309-A-31.wav,It is the sound of a single click of a mouse.
5-185579-A-41.wav,The sound is of a light engine with high frequency resembling a chainsaw.
4-132839-A-33.wav,It is a sound effect from a video game.
1-30043-A-26.wav,It is the sound of people laughing.
5-117122-A-42.wav,"It is a siren, specifically a civil defense siren, which is used to alert people of potential dangers."
2-146877-B-31.wav,This is the sound of a mouse being clicked repeatedly.
1-9887-B-49.wav,It is the sound of a person sawing through wood.
5-217186-A-16.wav,It is the sound of ocean waves crashing onto the shore.
3-155556-A-31.wav,This is the sound of a mouse clicking on a surface.
3-65748-A-12.wav,This is the sound of a fire crackling.
4-202749-A-13.wav,Crickets chirping in the distance.
5-200329-A-8.wav,A flock of sheep baaing.
4-204121-A-39.wav,It is the sound of a bottle being opened with a bottle opener.
2-56926-A-46.wav,Bells chiming in a steady pattern.
3-164593-A-15.wav,The sound is that of a liquid being poured into a container that already contains some liquid.
5-260433-A-39.wav,The sound is that of a glass bottle being dropped on the ground.
3-164592-A-15.wav,It is the sound of water dropping into a liquid.
5-260432-A-39.wav,The sound is that of a glass bottle being dropped on the ground.
5-160614-H-48.wav,This is the sound of fireworks.
1-80841-A-13.wav,Crickets chirping in the evening.
2-117330-A-28.wav,It is a respiratory sound and a sniff.
1-46272-A-12.wav,It is the sound of a fire crackling.
1-80840-A-13.wav,It is the sound of a frog croaking nearby.
1-60676-A-34.wav,This is the sound of a carbonated beverage being opened.
5-238926-A-31.wav,It is the sound of typing on a computer keyboard.
4-175025-A-34.wav,A can is being opened.
5-197913-A-18.wav,A toilet is being flushed.
1-7057-A-12.wav,This is the sound of a fire crackling.
1-118206-A-31.wav,This is the sound of an object being tapped repeatedly.
5-197121-A-45.wav,The audio contains the sound of a train passing on a railroad from the beginning to the end.
5-219044-A-46.wav,"It is the sound of a bell, specifically a church bell, throughout the entire duration of the audio."
1-19898-B-41.wav,The sound is of a light engine with high frequency resembling a chainsaw.
5-198411-F-20.wav,It is the sound of a baby crying loudly.
2-70344-A-33.wav,It is the sound of a single door being opened and closed repeatedly.
2-60900-A-22.wav,It is the sound of people applauding.
3-203377-A-39.wav,The sound is that of a glass bottle being dropped and shattering.
5-221567-A-22.wav,This is the sound of a large audience applauding.
1-57318-A-13.wav,Crickets chirping in the distance.
4-99644-A-4.wav,This is the sound of a frog croaking.
2-70052-B-42.wav,"The sound is that of an emergency vehicle, specifically a police car with its siren ringing."
5-248341-A-6.wav,This is the sound of a rooster crowing.
3-243726-A-43.wav,It is the sound of a car honking its horn in the distance.
4-111671-A-42.wav,An emergency vehicle with sirens passing by.
3-124376-A-3.wav,A cow moos nearby.
3-127874-A-17.wav,The sound of liquid being poured into a container.
3-150979-B-40.wav,The sound is that of a helicopter flying by in the sky.
4-167155-A-32.wav,Typing on a keyboard.
1-36164-A-26.wav,It is a human voice with laughter.
5-177957-B-40.wav,It is the sound of an engine idling.
5-156999-A-19.wav,This is the sound of a thunderstorm with loud thunder and strong winds.
2-108761-A-14.wav,The sound is of birds chirping lightly throughout the entire duration of the audio.
2-108760-A-14.wav,The sound is of birds chirping lightly throughout the entire duration.
5-216213-A-13.wav,It is the sound of a cricket chirping in the evening.
3-152997-A-26.wav,It is the sound of a group of people laughing.
5-160614-D-48.wav,This is the sound of fireworks.
1-17565-A-12.wav,The sound is that of a fire crackling.
5-257349-A-15.wav,It is the sound of water dripping.
3-132340-A-37.wav,"It is the sound of a musical instrument resembling a bell, played continuously without pauses."
5-251963-A-47.wav,The sound is that of a large aircraft taking off with booming engines.
4-164021-A-1.wav,This is the sound of a rooster crowing.
1-27403-A-28.wav,It is a sound of someone snoring.
3-154926-A-40.wav,"The sound is that of a running motor vehicle, specifically a motorcycle."
2-39945-B-19.wav,It is the sound of a thunderstorm with lightning.
3-158056-B-31.wav,This is the sound of a mouse being clicked repeatedly.
5-251962-A-47.wav,The sound is that of a large aircraft taking off with booming engines.
3-93010-A-18.wav,This is the sound of a toilet being flushed.
1-49098-A-35.wav,It is the sound of a train running on railroad tracks passing by.
4-186938-A-44.wav,"A vehicle engine starting up, revving a couple of times and then idling."
2-103426-A-3.wav,"This is the sound of a牛的叫声, specifically a ""moo."""
4-165813-B-19.wav,It is the sound of a thunderstorm with loud thunder and wind.
4-198025-A-23.wav,It's a human voice and a sigh.
2-155801-A-11.wav,The sound is that of ocean waves crashing onto the shore.
1-56233-A-9.wav,The sound is of a bird cawing sharply and repetitively.
4-161099-B-47.wav,A plane flies by in the sky.
5-250629-A-37.wav,An alarm goes off repeatedly.
4-251645-A-49.wav,It is the sound of a person sawing through wood.
4-201300-A-31.wav,Typing on a keyboard.
2-109759-A-26.wav,It is the sound of a person laughing.
4-187504-A-17.wav,The sound of liquid being poured from one vessel into another.
4-218199-G-35.wav,This is the sound of a washing machine.
2-108766-A-9.wav,This is the sound of a bird cawing sharply and repetitively.
5-220027-A-21.wav,It is a sneeze.
5-223099-B-32.wav,Typing on a keyboard.
3-134699-C-16.wav,This is the sound of birds chirping in the wind.
5-220026-A-21.wav,It is a sneeze.
1-50623-A-15.wav,The sound is that of water dropping repeatedly.
2-69131-B-5.wav,This is a sound of a cat meowing loudly and repetitively.
1-25781-A-48.wav,The sound is that of fireworks and firecrackers.
5-187201-A-4.wav,This sound includes various sounds of wild animals such as frogs croaking and insects buzzing.
1-47274-A-21.wav,It is a sneeze.
3-159346-B-36.wav,It is the sound of a vacuum cleaner.
5-243459-B-14.wav,The sound is that of birds chirping lightly throughout the entire duration of the audio.
4-163608-B-16.wav,The sound is that of strong wind blowing.
3-159347-B-36.wav,It is the sound of an electric shaver being turned off.
1-115920-B-22.wav,It is the sound of people applauding.
3-253084-C-2.wav,This is the sound of a pig grunting repeatedly.
4-163609-B-16.wav,The sound is of wind blowing hard and consistently.
5-201170-A-46.wav,"It is the sound of bell ringing, specifically change ringing which is a form of campanology."
5-202898-A-10.wav,It is the sound of water flowing continuously.
5-253101-B-49.wav,It is the sound of metal being scraped and chipped.
2-70367-A-33.wav,The sound is that of a squeaky door opening and closing.
3-118194-A-33.wav,The sound is that of a squeaky door being opened and closed repeatedly.
4-250864-A-8.wav,A flock of sheep baaing.
2-70366-A-33.wav,It is the sound of a door with a squeaky hinge being opened and closed.
4-59579-B-20.wav,It's a baby crying.
3-103401-B-33.wav,It is the sound of a door slowly creaking open.
5-219318-A-31.wav,This is the sound of a single click on a mouse.
4-191246-A-7.wav,"It is the sound of a housefly, a bee or a wasp buzzing."
1-31836-B-4.wav,This is the sound of a group of frogs croaking.
5-191131-A-40.wav,The sound is that of an airplane flying by in the sky.
1-23996-A-35.wav,It is the sound of a train moving on railroad tracks passing by.
4-264453-A-34.wav,A can is being opened.
3-117293-A-9.wav,The sound includes various birds chirping lightly throughout the entire duration.
1-73123-A-26.wav,It is the sound of a person laughing.
3-155583-A-14.wav,The sound is of birds chirping lightly throughout the entire duration of the audio.
4-207116-A-23.wav,It is a sigh.
3-150231-A-21.wav,It is a sneeze.
1-54918-A-14.wav,The sound is of a bird whistling and chirping.
1-223162-A-25.wav,This is the sound of a hard object hitting a wooden surface.
2-117615-A-48.wav,This is the sound of fireworks.
3-146964-A-5.wav,It is a sound effect.
1-119125-A-45.wav,The sound is that of a train moving on railroad tracks passing by.
4-193480-B-40.wav,The audio contains the sound of a large engine revving and then fading into the distance.
3-103598-A-25.wav,The sound is that of someone walking on gravel.
1-20133-A-39.wav,This is the sound of a large amount of glass shattering.
3-103599-A-25.wav,It is the sound of someone walking through dirt or snow.
5-215634-A-17.wav,The sound is of liquid being poured from one vessel into another.
3-182710-A-35.wav,It is the sound of water dripping.
1-12654-A-15.wav,It is the sound of water dropping.
4-175000-C-40.wav,This is a sound of a helicopter flying in the sky.
2-89516-A-37.wav,It is the sound of a telephone bell ringing.
4-187769-A-14.wav,The sound is of birds chirping lightly throughout the entire duration of the audio.
5-220955-A-40.wav,The sound is that of a plane flying overhead.
4-126046-A-18.wav,The sound is that of a toilet being flushed.
4-204684-A-37.wav,It is the sound of an alarm clock.
2-122067-A-45.wav,The sound is that of a train chugging by quickly.
5-161270-B-33.wav,It is the sound of a car door closing.
2-144137-A-43.wav,A truck horn honks loudly nearby.
2-122066-A-45.wav,"The sound is of a train chugging by and blowing its horn, which can be heard from a distance."
4-194246-A-13.wav,It is the sound of a car engine idling.
3-126358-B-3.wav,A group of cows mooing.
1-75162-A-9.wav,This is the sound of a bird cawing sharply and repetitively.
1-100038-A-14.wav,The sound is that of a bird calling and chirping.
1-103995-A-30.wav,This is the sound of knocking on a door.
1-40967-A-28.wav,It is a sigh.
1-88409-B-45.wav,The sound is that of a train running on railroad tracks passing by.
4-164064-C-1.wav,It is the sound of a rooster crowing.
5-61635-A-8.wav,A group of sheep making noises.
3-143562-A-47.wav,The sound is that of an airplane taking off with booming engines.
3-150363-A-38.wav,The sound is that of a clock ticking.
4-188703-C-8.wav,A goat bleats nearby.
1-34497-A-14.wav,The sound is that of birds chirping in the wind.
5-243450-A-14.wav,It is the sound of a very small bird squeaking and chirping.
1-26806-A-1.wav,It is the sound of a rooster crowing.
3-124958-A-28.wav,It is a sound of a person snoring.
2-157488-A-6.wav,The sound is that of a rooster crowing in the morning.
2-70280-A-18.wav,This is the sound of a toilet being flushed.
2-122763-A-29.wav,This is the sound of someone swallowing and burping or eructating.
1-47250-A-41.wav,The sound is of a car speeding by throughout the duration of the clip.
4-107117-A-33.wav,The sound is that of a door with creaky or squeaky hinges being opened and closed.
5-160614-F-48.wav,This is the sound of fireworks.
5-202220-A-21.wav,It is a sneeze.
4-141365-A-18.wav,This is the sound of a toilet being flushed.
5-233645-A-37.wav,The sound is that of an alarm clock.
2-32515-D-4.wav,This is the sound of a frog croaking near by.
3-110913-A-7.wav,A housefly buzzing around.
1-196660-B-8.wav,A flock of sheep baaing.
2-68391-A-41.wav,A small engine runs continuously.
1-13572-A-46.wav,A bell ringing for a set period of time.
2-122104-B-0.wav,A dog barks continuously.
4-208021-A-1.wav,"It is the sound of a rooster, specifically a cock-a-doodle-doo."
5-179866-A-43.wav,It is the sound of a car honking a few times.
5-156999-C-19.wav,It is the sound of an explosion.
3-141559-A-45.wav,"This is the sound of rail transport, specifically a train."
2-37806-B-40.wav,A helicopter engine runs idle.
5-253085-A-3.wav,This is the sound of a large animal making a single loud bleating sound.
2-96904-A-27.wav,The sound is of someone brushing their teeth.
2-50667-B-41.wav,The sound is of a light engine with high frequency resembling a chainsaw.
2-112213-B-39.wav,Shattering and crashing of glass.
5-244178-A-32.wav,Typing on a keyboard.
4-250869-A-2.wav,This is a sound of a pig oinking and squealing.
4-171652-A-44.wav,It is the sound of a light engine with a high frequency.
5-198411-D-20.wav,It's a baby crying.
2-109231-A-9.wav,The sound is of a bird cawing sharply and other birds chirping in the background.
1-110537-A-22.wav,It is the sound of a crowd clapping.
5-214362-A-17.wav,The sound of liquid being poured from one vessel into another.
5-208030-A-0.wav,A dog barks continuously.
4-143118-B-7.wav,It is the sound of a boat motor running alongside the noise of waves slapping the boat.
5-217186-C-16.wav,It is the sound of strong wind blowing.
2-85139-A-13.wav,Crickets chirping in the evening.
2-25292-A-22.wav,It is the sound of a crowd applauding.
1-52323-A-24.wav,respiratory sounds coughing.
4-191297-A-28.wav,It is the sound of someone snoring.
3-151206-A-23.wav,It's a human voice and sigh.
2-25293-A-22.wav,This is the sound of a crowd clapping.
5-177614-A-5.wav,It's a cat meowing.
4-165823-A-41.wav,A light engine with high frequency resembling a chainsaw.
4-121532-A-42.wav,It is the sound of a bugle being played loudly and with a high pitch.
5-213293-A-23.wav,It's a human voice with a sigh.
2-104476-A-37.wav,It is a telephone ringtone.
5-188365-A-36.wav,It is the sound of a power tool being used on wood.
2-109231-C-9.wav,This is the sound of a bird cawing loudly.
4-155670-A-26.wav,It is the sound of a group of people laughing.
3-51731-A-42.wav,"It is the siren of an emergency vehicle, specifically a fire engine - fire truck (siren)."
4-250869-C-2.wav,It is the sound of a pig crying out loudly.
3-197435-B-22.wav,This is the sound of people clapping.
4-194979-A-25.wav,The sound is that of someone walking through leaves.
1-17585-A-7.wav,It is the sound of a housefly buzzing and several birds chirping in the background.
5-9032-A-0.wav,A small dog barks continuously.
3-58772-A-42.wav,It is the siren of an emergency vehicle.
2-106015-B-44.wav,It is the sound of a car engine idling.
2-102414-A-17.wav,The sound is of liquid being poured into a container.
3-161500-A-17.wav,The audio contains the sound of liquid being poured from a container into another container.
5-207836-B-29.wav,It is the sound of a dog sniffling and breathing heavily.
2-99795-A-32.wav,It is the sound of typing on a keyboard.
2-95035-A-1.wav,"It is the sound of a rooster, specifically a cock-a-doodle-doo."
1-29680-A-21.wav,It is a respiratory sound characterized by a sneeze.
2-158746-B-2.wav,This is the sound of a pig oinking.
3-171281-A-6.wav,"This is the sound of a rooster, specifically a cock-a-doodle-doo."
4-159609-A-14.wav,The sound is of a bird calling and chirping.
5-222524-A-41.wav,The sound is of an engine idling loudly.
5-216370-B-41.wav,It is the sound of a light engine with a high frequency.
1-85184-A-39.wav,This is the sound of a glass breaking.
3-197408-B-8.wav,A group of sheep are making noises.
5-240671-A-44.wav,It is the sound of an engine idling.
5-213855-A-0.wav,A dog barks continuously.
4-188703-A-8.wav,A large group of farm animals bleat in unison.
1-79113-A-5.wav,It is the sound of a cat meowing.
3-185456-A-29.wav,This is the sound of a person snoring.
1-81851-A-31.wav,A single click of a mouse.
1-60997-B-20.wav,It is the sound of a baby crying loudly.
1-155858-C-25.wav,"The sound of footsteps on a hard surface, such as pavement or concrete, over time."
2-205966-A-16.wav,It is the sound of wind blowing into a microphone.
4-164064-A-1.wav,This is the sound of a rooster crowing.
5-210612-A-37.wav,It is the sound of a clock ticking.
1-160563-B-48.wav,This is the sound of fireworks.
3-124925-A-9.wav,It is the sound of a bird cawing loudly.
3-119120-D-48.wav,This is the sound of fireworks.
5-182404-A-18.wav,The sound is that of a toilet being flushed.
5-182007-A-36.wav,It is the sound of an engine idling loudly.
4-179984-A-38.wav,The sound is that of a clock ticking.
5-235893-A-28.wav,This is the sound of a person snoring.
3-110913-C-7.wav,"This is the sound of a housefly, a bee or a wasp buzzing."
4-196671-A-8.wav,A group of farm animals bleat.
2-102567-B-35.wav,It is the sound of water dripping continuously.
4-107122-A-33.wav,A door with creaky or squeaky hinges is being opened and closed.
1-85362-A-0.wav,A dog barks continuously.
1-181071-B-40.wav,A helicopter engine runs continuously.
4-171823-A-13.wav,Crickets chirping in the distance.
4-132810-A-26.wav,It is a human voice with laughter.
3-154378-A-30.wav,This is the sound of a door knocking.
5-188655-A-10.wav,It is the sound of water falling.
5-133989-A-42.wav,It is an electronic sound with a long release and reverb.
4-119648-C-48.wav,This is the sound of fireworks.
5-251426-A-30.wav,This is the sound of a door being knocked.
1-84393-A-32.wav,The sound is that of someone typing on a keyboard.
1-38559-A-14.wav,The sound is of birds chirping lightly throughout the entire duration of the audio.
1-116765-A-41.wav,A light engine with high frequency resembling a chainsaw.
1-977-A-39.wav,The sound is that of a glass bottle being dropped on the ground.
1-76831-C-42.wav,"It is the sound of an emergency vehicle, specifically a siren from a police car."
2-114609-A-28.wav,This is the sound of a person snoring.
2-153388-A-31.wav,It is the sound of a brief tone and a squeal.
1-18074-B-6.wav,A rooster is crowing.
3-116135-A-1.wav,The sound is that of a rooster crowing in the morning.
4-182395-A-0.wav,It is a dog barking quickly.
4-188191-B-29.wav,The sound is of liquid being poured from one vessel into another.
3-152912-A-26.wav,It is the sound of a baby laughing.
3-126391-B-27.wav,This is the sound of someone brushing their teeth.
5-263775-B-26.wav,It is a human voice with laughter.
2-99955-B-7.wav,It is the buzzing of a mosquito.
2-94230-A-27.wav,This is the sound of someone brushing their teeth.
1-58923-A-27.wav,The sound is of someone brushing their teeth.
3-127890-B-9.wav,The sound is of a bird cawing loudly and repetitively.
1-23222-A-19.wav,It is the sound of an lightning strike during a thunderstorm.
2-76408-D-22.wav,This is the sound of people clapping their hands to the beat of music.
5-179496-B-16.wav,"It is the sound of a motor vehicle (road), likely a bus, with its engine idling."
4-119647-D-48.wav,This is the sound of fireworks.
4-198360-A-49.wav,It is a sound of tools and sawing.
5-187979-A-21.wav,It is a sneeze.
1-40730-A-1.wav,It is the sound of a rooster crowing.
2-131943-A-38.wav,The sound is that of a clock ticking.
1-51805-G-33.wav,The sound is of a door with old hinges squeaking.
4-161100-A-47.wav,The sound is that of a large aircraft taking off with booming engines.
1-90797-A-15.wav,The sound is that of water dropping.
3-152007-C-20.wav,It's a baby crying.
5-232816-A-23.wav,It is a sigh.
3-164120-A-11.wav,The sound is of ocean waves crashing onto the shore.
1-172649-D-40.wav,It is the sound of an engine idling loudly.
1-101296-B-19.wav,This is the sound of thunder during a rainstorm.
3-159445-A-45.wav,It is the sound of a train running on railroad tracks passing by.
1-57163-A-38.wav,The sound is that of a clock ticking.
1-19872-A-36.wav,"It is an instrumental electronic experimental piece with ambient and dark mood resembling space and soundscape including synthesizer, bass, drums, and electric guitar."
1-62850-A-38.wav,The sound is that of a clock ticking.
1-100210-B-36.wav,"It is the sound of an engine running continuously, then slowing down and stopping."
2-106849-A-47.wav,The sound is of an airplane flying by in the sky.
4-176914-A-23.wav,It's a sigh.
2-250710-A-39.wav,The sound is that of a glass bottle being dropped on the ground.
3-144128-B-23.wav,It is a human voice and sigh.
3-253084-A-2.wav,This is the sound of a pig oinking several times.
4-183882-A-28.wav,It is the sound of someone snoring.
2-122616-A-14.wav,The sound is of birds chirping lightly throughout the entire duration.
2-65484-A-18.wav,The sound is that of a toilet being flushed.
4-160999-A-10.wav,It is the sound of water and rain.
3-144827-A-11.wav,The sound is of ocean waves crashing onto the shore.
3-100024-A-27.wav,This is the sound of someone cleaning their teeth with a toothbrush.
1-46938-A-7.wav,A housefly buzzing around.
3-119120-A-48.wav,This is the sound of fireworks.
3-156907-A-15.wav,This is a sound effect that resembles the popping of a balloon.
1-27724-A-1.wav,Birds chirping and singing.
5-238021-A-35.wav,It is the sound of an airplane engine chugging and running throughout the duration of the clip.
3-144259-A-29.wav,This is the sound of a person drinking from a straw.
5-172299-A-5.wav,It is a cat meowing several times in a row.
5-213836-A-9.wav,The sound is of a bird cawing sharply and repetitively.
1-39923-A-1.wav,"It is the sound of a rooster, specifically a cock-a-doodle-doo."
2-209471-A-25.wav,"This is the sound of someone walking on a hard surface, likely a floor, and it sounds like they are in a hurry."
5-219379-A-11.wav,The sound is of ocean waves crashing onto the shore.
1-24076-A-43.wav,It is the sound of a truck horn honking continuously.
